target,kepid,kepler_name,ra,dec,teff,srad,smass,dist_pc
KIC 8378278,8378278,,296.18494,44.342991,6085.0,0.936,0.952,
KIC 8380743,8380743,,296.90295,44.351231,6225.0,1.672,1.041,
KIC 9159461,9159461,,293.75519,45.500839,6251.0,1.119,1.089,
KIC 9164003,9164003,,295.4079,45.535233,6569.0,2.203,1.232,
KIC 9166700,9166700,,296.33813,45.545109,6551.0,1.236,1.213,
KIC 9173014,9173014,,298.11365,45.563419,6328.0,3.134,1.542,
KIC 9178502,9178502,,299.63815,45.58778,,,,
KIC 9178894,9178894,,299.74387,45.586361,7892.0,2.496,1.894,
KIC 9180282,9180282,,300.11902,45.510349,6407.0,1.668,1.311,
KIC 9181402,9181402,,300.41495,45.574299,,,,
KIC 10023469,10023469,,296.36893,46.957821,5222.0,0.78,0.73,
KIC 10027861,10027861,,297.66437,46.94482,5166.0,0.791,0.871,
KIC 10064591,10064591,,287.09412,47.075359,,,,
KIC 10074700,10074700,,291.62619,47.08123,5273.0,0.768,0.73,
KIC 10083325,10083325,,294.9733,47.015369,5877.0,2.034,1.316,
KIC 10090854,10090854,,297.39322,47.011459,5579.0,0.798,0.892,
KIC 10096697,10096697,,299.02518,47.079071,5727.0,0.918,0.827,
KIC 10098540,10098540,,299.58463,47.000771,4368.0,0.637,0.624,
KIC 7377343,7377343,,295.90891,42.988209,6217.0,1.196,1.052,
KIC 7383840,7383840,,297.39856,42.991539,5282.0,0.805,0.868,
KIC 7386200,7386200,,297.88852,42.993031,6025.0,0.949,0.922,
KIC 7416016,7416016,,280.35452,43.056671,4192.0,0.59,0.577,
KIC 7416306,7416306,,280.52133,43.077068,5425.0,2.655,1.304,
KIC 7416646,7416646,,280.72287,43.065472,5420.0,0.953,0.825,
KIC 7440715,7440715,,290.50705,43.015041,5087.0,2.024,0.857,
KIC 7456380,7456380,,295.06079,43.058811,5401.0,0.749,0.76,
KIC 8395870,8395870,,300.93237,44.34454,5933.0,1.807,1.07,
KIC 8396288,8396288,,301.05518,44.306229,5488.0,0.818,0.913,
KIC 8414914,8414914,,284.52087,44.455078,6060.0,1.046,0.994,
KIC 8415353,8415353,,284.7644,44.485004,6359.0,1.83,1.358,
KIC 8429817,8429817,,291.45227,44.431751,6247.0,1.194,0.936,
KIC 8432034,8432034,,292.30594,44.459366,5780.0,1.0,1.0,
KIC 8432249,8432249,,292.39389,44.476212,5172.0,4.721,1.679,
KIC 8439618,8439618,,295.06573,44.477032,5679.0,0.794,0.886,
KIC 9209981,9209981,,288.01117,45.68716,6452.0,1.148,1.164,
KIC 9210738,9210738,,288.40182,45.677029,5159.0,2.604,1.101,
KIC 9214176,9214176,,290.15314,45.635471,5183.0,4.89,1.276,
KIC 9216231,9216231,,291.03244,45.64106,4197.0,0.588,0.575,
KIC 9217583,9217583,,291.57455,45.618389,6543.0,1.531,1.268,
KIC 9220614,9220614,,292.79358,45.687859,5496.0,0.79,0.863,
KIC 9224514,9224514,,294.26019,45.69408,,,,
KIC 9229807,9229807,,296.12985,45.681862,,,,
KIC 10130646,10130646,,287.42953,47.127609,3659.0,0.4,0.42,
KIC 10132552,10132552,,288.3555,47.106468,6054.0,1.009,0.969,
KIC 10132908,10132908,,288.50931,47.120701,6137.0,0.963,1.038,
KIC 10141271,10141271,,291.90961,47.174339,5272.0,0.799,0.751,
KIC 10146103,10146103,,293.74625,47.15406,5753.0,1.041,1.034,
KIC 10158715,10158715,,297.72064,47.134892,6418.0,1.171,1.241,
KIC 10161534,10161534,,298.49445,47.187271,6263.0,1.113,1.084,
KIC 7458433,7458433,,295.57947,43.06356,6322.0,1.075,1.124,
KIC 7458743,7458743,,295.64517,43.065338,4895.0,6.428,1.533,
KIC 7468295,7468295,,297.68704,43.060162,5002.0,4.042,0.979,
KIC 7516073,7516073,,287.96262,43.132195,5786.0,1.388,1.003,
KIC 7538450,7538450,,294.80457,43.138699,7664.0,3.697,2.039,
KIC 7539174,7539174,,295.00153,43.171341,,,,
KIC 7539277,7539277,,295.02985,43.129421,5691.0,0.887,1.003,
KIC 7550875,7550875,,297.65436,43.178551,5340.0,0.867,0.783,
KIC 8442463,8442463,,295.94467,44.445938,4911.0,4.419,1.608,
KIC 8474892,8474892,,281.76312,44.57719,5869.0,1.17,0.971,
KIC 8480642,8480642,,285.0004,44.544991,5178.0,2.295,0.995,
KIC 8482513,8482513,,286.11569,44.592941,5539.0,0.913,0.892,
KIC 8487777,8487777,,288.92505,44.53577,6038.0,1.186,0.902,
KIC 8495232,8495232,,291.80365,44.534592,5125.0,3.007,1.411,
KIC 8499922,8499922,,293.66245,44.527512,4835.0,7.917,0.927,
KIC 8505674,8505674,,295.5806,44.568977,5929.0,1.292,0.914,
KIC 11444772,11444772,,285.70541,49.342628,4596.0,0.678,0.714,
KIC 11444974,11444974,,285.82983,49.39431,5451.0,0.936,0.81,
KIC 11446961,11446961,,287.15372,49.33197,5548.0,0.986,0.961,
KIC 11453930,11453930,,291.14532,49.365318,6823.0,1.493,1.332,
KIC 11456256,11456256,,292.43137,49.368561,6533.0,1.386,1.184,
KIC 11457664,11457664,,293.16309,49.383331,5778.0,0.871,0.967,
KIC 11465658,11465658,,296.63181,49.363312,5426.0,0.85,0.902,
KIC 11465869,11465869,,296.71918,49.35994,5359.0,0.741,0.823,
KIC 11493378,11493378,,283.46997,49.416962,,,,
KIC 11506938,11506938,,291.64651,49.493408,6581.0,1.468,1.23,
KIC 11513366,11513366,,294.72955,49.428478,4784.0,11.839,2.629,
KIC 11513441,11513441,,294.7627,49.430069,5361.0,1.951,0.997,
KIC 11520114,11520114,,297.39496,49.48494,4808.0,0.806,0.785,
KIC 11520465,11520465,,297.52707,49.404499,6493.0,1.205,1.065,
KIC 11559493,11559493,,292.07788,49.52961,6233.0,1.076,1.086,
KIC 11598638,11598638,,284.55368,49.6847,6495.0,1.168,1.19,
KIC 11598894,11598894,,284.74847,49.606258,5861.0,0.875,0.929,
KIC 11599800,11599800,,285.36389,49.629608,6273.0,1.139,1.092,
KIC 11599937,11599937,,285.45917,49.661942,5874.0,0.871,0.963,
KIC 11600299,11600299,,285.6911,49.690311,,,,
KIC 11601425,11601425,,286.3562,49.690128,5766.0,0.915,0.963,
KIC 11601633,11601633,,286.49686,49.614578,5360.0,0.866,0.869,
KIC 11601972,11601972,,286.73245,49.683189,6238.0,1.403,1.204,
KIC 11603298,11603298,,287.65161,49.686501,6587.0,1.008,1.078,
KIC 11614808,11614808,,293.96027,49.619312,6184.0,3.304,1.516,
KIC 11615258,11615258,,294.15775,49.614971,6315.0,1.116,1.161,
KIC 11615521,11615521,,294.27182,49.633869,5090.0,4.962,2.023,
KIC 11616434,11616434,,294.69086,49.626991,5031.0,0.748,0.72,
KIC 11651240,11651240,,285.40842,49.763641,5518.0,1.742,1.04,
KIC 11652427,11652427,,286.17105,49.71032,,,,
KIC 11654039,11654039,,287.29846,49.703049,5997.0,0.971,1.004,
KIC 11674709,11674709,,297.74567,49.70763,,,,
KIC 11716643,11716643,,293.86526,49.800289,5830.0,0.876,0.97,
KIC 11722217,11722217,,296.2525,49.886559,3358.0,0.303,0.294,
KIC 11773174,11773174,,296.55469,49.958092,,,,
KIC 11803074,11803074,,285.33783,50.066132,5736.0,0.801,0.892,
KIC 11807906,11807906,,288.43665,50.075722,5066.0,3.9,1.442,
KIC 11811382,11811382,,290.36365,50.052608,5432.0,0.913,0.801,
KIC 11818566,11818566,,294.2063,50.045399,,,,
KIC 11819396,11819396,,294.56738,50.069721,,,,
KIC 11824578,11824578,,296.7554,50.055271,7435.0,1.876,1.547,
KIC 11860294,11860294,,289.65347,50.12801,6273.0,1.155,1.073,
KIC 11868941,11868941,,294.35275,50.185989,6471.0,1.13,1.147,
KIC 11905398,11905398,,286.48987,50.230068,5496.0,0.776,0.869,
KIC 11910670,11910670,,289.65152,50.282619,5509.0,0.811,0.727,
KIC 11911929,11911929,,290.3689,50.27055,5119.0,7.738,1.997,
KIC 11923213,11923213,,296.20459,50.236328,5869.0,1.396,1.065,
KIC 11924426,11924426,,296.70383,50.281551,6175.0,0.974,0.952,
KIC 11959893,11959893,,289.58356,50.348137,6531.0,2.231,1.566,
KIC 11966643,11966643,,293.52264,50.308079,,,,
KIC 11968514,11968514,,294.36172,50.307598,4884.0,8.747,1.522,
KIC 12007270,12007270,,288.18256,50.49836,5776.0,0.759,0.83,
KIC 12009917,12009917,,289.68549,50.409229,6201.0,1.111,1.011,
KIC 12020376,12020376,,295.4801,50.42128,5359.0,0.741,0.823,
KIC 12066767,12066767,,294.17059,50.593632,,,,
KIC 12071775,12071775,,296.40887,50.585171,5866.0,1.02,0.916,
KIC 12102775,12102775,,286.39944,50.625679,5291.0,0.886,0.989,
KIC 12105086,12105086,,288.05573,50.65369,5865.0,0.918,1.012,
KIC 12110901,12110901,,291.59988,50.635891,,,,
KIC 12121701,12121701,,296.90057,50.628059,6108.0,1.03,1.132,
KIC 12156805,12156805,,289.96442,50.791859,5225.0,0.954,0.853,
KIC 12165063,12165063,,294.52161,50.795456,5093.0,0.798,0.777,
KIC 12168895,12168895,,296.24155,50.78051,5979.0,0.902,0.984,
KIC 12170767,12170767,,297.0217,50.769112,5622.0,1.441,0.84,
KIC 12253490,12253490,,288.64325,50.90118,4492.0,0.516,0.518,
KIC 12257851,12257851,,291.20724,50.91663,6063.0,1.012,1.117,
KIC 12265150,12265150,,295.12543,50.906052,5783.0,0.88,0.977,
KIC 12300524,12300524,,287.09006,51.01606,6039.0,1.005,1.108,
KIC 12349560,12349560,,286.93784,51.123508,4871.0,0.725,0.778,
KIC 12350136,12350136,,287.35873,51.158321,,,,
KIC 10964747,10964747,,285.86667,48.407742,5481.0,0.775,0.709,
KIC 10967168,10967168,,287.37283,48.465542,6888.0,1.492,1.363,
KIC 10977671,10977671,,292.81577,48.422169,5157.0,3.436,1.496,
KIC 10978581,10978581,,293.26508,48.426399,5117.0,7.549,2.012,
KIC 10979952,10979952,,293.88602,48.469292,5251.0,1.811,0.891,
KIC 10989620,10989620,,297.61707,48.408089,5611.0,0.997,0.962,
KIC 10991389,10991389,,298.29181,48.465691,5952.0,0.955,0.982,
KIC 12401859,12401859,,288.142,51.245602,5043.0,4.874,1.893,
KIC 12402588,12402588,,288.53769,51.280384,5997.0,2.284,1.217,
KIC 12405436,12405436,,290.1449,51.25771,4822.0,0.771,0.851,
KIC 12417572,12417572,,295.91843,51.250118,6854.0,1.674,1.308,
KIC 12418418,12418418,,296.26324,51.26609,4558.0,0.548,0.544,
KIC 12505590,12505590,,288.62769,51.400131,5310.0,0.786,0.853,
KIC 12506986,12506986,,289.4024,51.441738,6686.0,1.053,1.074,
KIC 10991431,10991431,,298.30725,48.48246,6026.0,1.006,1.007,
KIC 11021266,11021266,,287.36044,48.5564,6028.0,1.001,1.073,
KIC 11021676,11021676,,287.60306,48.599289,5217.0,0.869,0.799,
KIC 11026582,11026582,,290.25085,48.558701,6146.0,0.943,1.02,
KIC 11036168,11036168,,294.79651,48.557861,5600.0,1.283,0.97,
KIC 11037818,11037818,Kepler-1638,295.48242,48.524441,5490.0,3.204,1.592,1525.52
KIC 11046723,11046723,,298.71347,48.545479,,,,
KIC 11046870,11046870,,298.75833,48.59779,6321.0,1.058,1.108,
KIC 12554212,12554212,,288.9162,51.534962,4680.0,0.649,0.638,
KIC 12645262,12645262,,289.40317,51.736649,,,,
KIC 12645761,12645761,,289.70395,51.714401,5030.0,5.208,1.498,
KIC 12690465,12690465,,289.70395,51.871689,,,,
KIC 12734110,12734110,,288.71906,51.914211,4988.0,0.85,0.829,
KIC 12735793,12735793,,289.79166,51.993721,6178.0,1.076,1.098,
KIC 12736658,12736658,,290.26956,51.916302,5846.0,1.207,0.988,
KIC 12835139,12835139,,290.38977,52.171055,6658.0,1.992,1.244,
KIC 11069681,11069681,,283.30917,48.685829,5119.0,9.343,1.983,
KIC 11072982,11072982,,285.56879,48.632099,5283.0,2.907,1.277,
KIC 11073238,11073238,,285.72473,48.607632,6195.0,1.029,1.051,
KIC 11076176,11076176,,287.57657,48.679379,5264.0,0.724,0.807,
KIC 11080702,11080702,,290.00208,48.655361,5620.0,0.882,0.893,
KIC 11082795,11082795,,291.17084,48.649261,5161.0,0.829,0.775,
KIC 11090561,11090561,,294.86819,48.649578,5254.0,15.369,2.687,
KIC 11090926,11090926,,295.02325,48.680649,4895.0,9.435,1.195,
KIC 11097752,11097752,,297.6507,48.617802,4945.0,6.632,1.835,
KIC 11098704,11098704,,298.02136,48.626141,6538.0,1.477,1.153,
KIC 11100170,11100170,,298.57523,48.668362,4641.0,0.691,0.677,
KIC 11129145,11129145,,287.46823,48.758659,4342.0,0.523,0.518,
KIC 11145391,11145391,,295.4769,48.765079,5600.0,0.839,0.804,
KIC 11145637,11145637,,295.56812,48.759811,,,,
KIC 11147785,11147785,,296.32471,48.783112,5083.0,11.723,2.176,
KIC 11152511,11152511,,298.06229,48.724918,5426.0,1.007,0.883,
KIC 11176166,11176166,Kepler-1639,283.06863,48.802078,6477.0,1.148,1.102,1031.31
KIC 11182213,11182213,,287.22351,48.813251,5991.0,1.026,0.938,
KIC 11183752,11183752,,288.21854,48.886742,5803.0,0.884,0.83,
KIC 11191364,11191364,,292.33502,48.87252,5433.0,0.689,0.736,
KIC 11198419,11198419,,295.57629,48.897861,3827.0,0.462,0.471,
KIC 11199233,11199233,,295.89526,48.832939,,,,
KIC 11251991,11251991,,295.46149,48.903751,6948.0,1.433,1.171,
KIC 11298442,11298442,,292.61597,49.003139,,,,
KIC 11305417,11305417,,295.74002,49.01152,6493.0,1.424,1.229,
KIC 11338918,11338918,,285.33615,49.190769,5135.0,0.849,0.792,
KIC 11340218,11340218,,286.12357,49.105289,5763.0,0.948,1.063,
KIC 11341266,11341266,,286.79611,49.19426,6437.0,1.773,1.158,
KIC 11341314,11341314,,286.83151,49.18824,5929.0,1.202,1.071,
KIC 11348610,11348610,,290.8688,49.105068,5463.0,0.803,0.893,
KIC 11351454,11351454,,292.39926,49.173641,6195.0,1.124,1.178,
KIC 11355925,11355925,,294.52682,49.175072,5758.0,1.132,0.885,
KIC 11391512,11391512,,285.2085,49.207829,4665.0,0.701,0.689,
KIC 11393248,11393248,,286.30084,49.211319,5573.0,0.827,0.902,
KIC 11393633,11393633,,286.55554,49.240501,5583.0,0.79,0.865,
KIC 11401845,11401845,,291.297,49.244469,7796.0,2.34,1.725,
KIC 11407847,11407847,,294.30084,49.240311,5550.0,0.958,0.862,
KIC 11414368,11414368,,296.96423,49.202339,5544.0,0.75,0.693,
KIC 8355178,8355178,,287.53177,44.30801,6122.0,0.996,1.07,
KIC 8374077,8374077,,294.8566,44.322041,6063.0,1.012,1.117,
KIC 8494783,8494783,,291.63733,44.56422,,,,
KIC 8517303,8517303,,298.75,44.57254,4647.0,6.055,0.932,
KIC 8590149,8590149,,300.90247,44.61261,5031.0,0.848,0.801,
KIC 2309587,2309587,,292.89972,37.659309,5799.0,1.055,0.861,
KIC 2445134,2445134,,291.8497,37.738621,6247.0,1.314,1.057,
KIC 3241344,3241344,,293.01654,38.318451,5616.0,0.72,0.675,
KIC 3347485,3347485,,292.77972,38.448551,5953.0,1.609,0.91,
KIC 2019477,2019477,,292.55194,37.421211,5440.0,4.524,1.894,
KIC 2161623,2161623,,291.74445,37.591019,6723.0,1.719,1.327,
KIC 2707097,2707097,,290.04553,37.939384,5780.0,1.0,1.0,
KIC 2719873,2719873,,292.9306,37.96442,5251.0,0.658,0.663,
KIC 2852810,2852810,,291.51575,38.058418,,,,
KIC 8590780,8590780,,301.16916,44.645962,6231.0,1.501,0.984,
KIC 8613338,8613338,,286.85727,44.766392,5671.0,0.919,0.9,
KIC 8646141,8646141,,298.54065,44.767578,6608.0,2.189,1.412,
KIC 8653134,8653134,Kepler-1643,300.431,44.751015,5101.0,0.67,0.699,341.774
KIC 8702921,8702921,,296.66501,44.853069,4968.0,5.026,1.8,
KIC 8822421,8822421,,293.24701,45.056461,5416.0,0.756,0.847,
KIC 8957954,8957954,,293.68591,45.238609,6106.0,0.966,1.043,
KIC 8984706,8984706,,300.93588,45.205688,5895.0,1.415,0.926,
KIC 3530668,3530668,,287.03967,38.640308,6224.0,1.433,1.094,
KIC 3532985,3532985,,287.91516,38.640781,4918.0,9.169,2.376,
KIC 3831911,3831911,,285.05515,38.985008,3857.0,0.531,0.535,
KIC 3852258,3852258,,291.98096,38.97118,4754.0,25.287,3.644,
KIC 3858919,3858919,,293.70291,38.956291,5692.0,0.866,0.965,
KIC 3869326,3869326,,296.03302,38.936691,4805.0,13.941,2.853,
KIC 3971315,3971315,,295.69324,39.006538,6225.0,1.009,1.07,
KIC 2997455,2997455,,293.1304,38.127789,4846.0,7.102,1.775,
KIC 3003991,3003991,,294.48996,38.199619,5530.0,0.788,0.882,
KIC 3229028,3229028,,289.81143,38.324951,5929.0,1.463,1.107,
KIC 3230787,3230787,,290.25485,38.34166,5883.0,1.554,0.966,
KIC 9093086,9093086,,293.40323,45.493809,6273.0,1.044,1.099,
KIC 7954278,7954278,,289.82599,43.725231,5310.0,0.786,0.732,
KIC 9101400,9101400,,296.03485,45.490822,6645.0,1.328,1.206,
KIC 9119652,9119652,,300.95703,45.449188,5299.0,1.769,0.837,
KIC 9145861,9145861,,287.84042,45.599751,4926.0,7.849,2.351,
KIC 9153823,9153823,,291.48495,45.54567,4569.0,0.559,0.553,
KIC 4037428,4037428,,285.14496,39.186989,6052.0,1.417,0.887,
KIC 4049124,4049124,,289.31421,39.131359,5561.0,0.809,0.864,
KIC 4275328,4275328,,294.68643,39.396561,6691.0,1.565,1.083,
KIC 4753561,4753561,,293.73715,39.825859,4428.0,0.701,0.697,
KIC 4912991,4912991,,288.47214,40.087662,6316.0,1.119,1.109,
KIC 5036966,5036966,,297.95358,40.153252,6211.0,1.44,1.013,
KIC 5254230,5254230,,284.04843,40.408539,5288.0,0.71,0.675,
KIC 3545840,3545840,,291.75204,38.66254,6711.0,1.565,1.353,
KIC 3634051,3634051,Kepler-1981,287.97546,38.74028,5874.0,3.006,1.519,659.395
KIC 7967517,7967517,,294.41693,43.799587,6339.0,1.102,1.075,
KIC 3761319,3761319,,295.05994,38.855911,5729.0,0.923,0.848,
KIC 3762553,3762553,,295.32828,38.8475,8057.0,2.407,1.868,
KIC 3965879,3965879,,294.4754,39.00388,,,,
KIC 4035675,4035675,,284.62463,39.17878,5692.0,2.287,1.288,
KIC 9282687,9282687,,292.57278,45.757729,6844.0,1.629,1.358,
KIC 9289960,9289960,,295.34586,45.768803,,,,
KIC 9291629,9291629,,295.90674,45.724098,4809.0,5.145,1.232,
KIC 9304842,9304842,,299.77258,45.778999,6468.0,1.302,1.198,
KIC 9304923,9304923,,299.79901,45.735371,7981.0,3.298,2.061,
KIC 9343862,9343862,,292.43274,45.853409,7945.0,2.17,1.812,
KIC 9389245,9389245,,284.14114,45.944641,,,,
KIC 8110757,8110757,,296.18478,43.980751,5405.0,1.772,0.816,
KIC 5385139,5385139,,297.52072,40.585419,5754.0,0.905,1.021,
KIC 5385150,5385150,,297.52277,40.581341,5595.0,0.886,0.933,
KIC 5385269,5385269,,297.55103,40.557388,5968.0,1.048,1.069,
KIC 8210370,8210370,,280.77213,44.18874,4794.0,6.816,1.023,
KIC 5385509,5385509,,297.6044,40.53286,4873.0,0.693,0.676,
KIC 5385566,5385566,,297.61758,40.506771,5442.0,0.783,0.778,
KIC 5385773,5385773,,297.66727,40.51413,5571.0,0.691,0.776,
KIC 5386163,5386163,,297.75357,40.55262,6098.0,2.657,1.313,
KIC 5470960,5470960,,297.5343,40.653389,5279.0,0.72,0.796,
KIC 4139254,4139254,,285.8627,39.20528,5551.0,0.957,0.811,
KIC 4144236,4144236,,287.83334,39.221272,6621.0,1.297,1.213,
KIC 4150701,4150701,,289.76312,39.245178,4746.0,0.696,0.713,
KIC 4255944,4255944,,289.84818,39.331463,6845.0,2.674,1.843,
KIC 4285087,4285087,,296.64883,39.318588,6181.0,1.444,0.923,
KIC 4346875,4346875,,285.58578,39.47913,5512.0,0.787,0.851,
KIC 9394605,9394605,,287.15613,45.979259,,,,
KIC 9471755,9471755,,294.48807,46.002289,7332.0,1.46,1.43,
KIC 9479460,9479460,,297.11075,46.0896,7803.0,3.373,2.023,
KIC 9549472,9549472,,299.6091,46.11824,5843.0,1.006,0.924,
KIC 9576197,9576197,,285.88449,46.289829,5250.0,0.736,0.698,
KIC 8110758,8110758,,296.18518,43.978649,5876.0,1.209,0.999,
KIC 9579860,9579860,,288.01651,46.206921,4748.0,8.179,1.053,
KIC 9655711,9655711,,294.444,46.335972,5947.0,0.962,1.022,
KIC 8222395,8222395,,287.37039,44.187988,5896.0,0.914,1.0,
KIC 5471068,5471068,,297.55954,40.639469,5691.0,0.887,1.003,
KIC 5471192,5471192,,297.58768,40.632092,6246.0,1.092,1.18,
KIC 5471217,5471217,,297.59531,40.660728,5514.0,0.826,0.926,
KIC 5471769,5471769,,297.74551,40.67429,5742.0,0.827,0.921,
KIC 5471770,5471770,,297.74567,40.652519,6367.0,1.357,1.019,
KIC 5556804,5556804,,297.63263,40.709129,5761.0,0.791,0.881,
KIC 5597970,5597970,,283.43982,40.83622,5301.0,0.936,0.833,
KIC 4459068,4459068,,290.02435,39.563389,8617.0,3.018,2.002,
KIC 8107150,8107150,,295.0809,43.953239,5823.0,0.878,0.862,
KIC 4464394,4464394,,291.59775,39.53606,,,,
KIC 4547480,4547480,,287.13815,39.673592,5511.0,0.746,0.753,
KIC 4739229,4739229,,289.53336,39.836639,7081.0,1.619,1.387,
KIC 4740676,4740676,,289.96436,39.811352,6562.0,2.433,1.435,
KIC 4742420,4742420,,290.45026,39.862011,6116.0,1.008,1.025,
KIC 9727765,9727765,,298.06549,46.436298,,,,
KIC 9767392,9767392,,290.47803,46.537949,6630.0,1.416,1.26,
KIC 9774400,9774400,,293.45514,46.521751,5955.0,0.894,0.814,
KIC 9839081,9839081,,295.07114,46.68782,5955.0,0.883,0.972,
KIC 9974142,9974142,,299.87131,46.822491,6049.0,2.522,1.241,
KIC 10163066,10163066,,298.90012,47.146481,4547.0,0.747,0.737,
KIC 9008103,9008103,,286.08908,45.369011,4944.0,0.721,0.786,
KIC 5643492,5643492,,297.76053,40.829948,6063.0,0.788,0.874,
KIC 5795648,5795648,,293.2944,41.035351,6306.0,1.109,0.991,
KIC 5961350,5961350,,292.1745,41.290661,7049.0,1.549,1.432,
KIC 5979863,5979863,,297.00006,41.290031,5949.0,0.907,0.848,
KIC 6117415,6117415,,289.86105,41.408192,6535.0,1.529,1.301,
KIC 6128027,6128027,,293.21854,41.417339,5067.0,0.694,0.742,
KIC 6146418,6146418,,297.7937,41.402401,6070.0,1.777,1.074,
KIC 4826439,4826439,,289.02982,39.951889,6064.0,1.449,1.107,
KIC 4933476,4933476,,294.44336,40.06134,5650.0,0.926,0.77,
KIC 4990977,4990977,,284.34503,40.196091,5838.0,0.988,0.781,
KIC 5034333,5034333,,297.40039,40.149479,8675.0,2.168,2.057,
KIC 5039441,5039441,,298.40985,40.156792,6184.0,1.257,0.891,
KIC 8231299,8231299,,291.06418,44.170399,5632.0,0.847,0.736,
KIC 5121173,5121173,,297.16843,40.27552,6313.0,2.641,1.291,
KIC 5306984,5306984,,299.23679,40.425819,,,,
KIC 10198662,10198662,,287.78461,47.228043,,,,
KIC 10200627,10200627,,288.79553,47.203651,5174.0,3.608,0.802,
KIC 10219361,10219361,,296.10846,47.222279,5236.0,2.332,1.019,
KIC 10228942,10228942,,298.82739,47.25774,6631.0,2.438,1.361,
KIC 10341878,10341878,,292.76028,47.448299,7286.0,2.056,1.532,
KIC 10357831,10357831,,298.10834,47.487919,4535.0,0.668,0.659,
KIC 6150977,6150977,,298.82443,41.435921,5423.0,0.828,0.872,
KIC 6182019,6182019,,282.68491,41.587959,5726.0,0.987,0.899,
KIC 6191945,6191945,,287.3327,41.506672,5182.0,1.824,1.043,
KIC 6209347,6209347,,293.19833,41.558311,5457.0,0.905,0.827,
KIC 6268722,6268722,,285.5184,41.660469,6502.0,1.753,1.098,
KIC 6301030,6301030,,296.29636,41.604561,5988.0,1.13,0.869,
KIC 6606934,6606934,,292.07166,42.076382,6387.0,1.105,1.145,
KIC 8242769,8242769,,295.06631,44.162449,5763.0,0.997,0.989,
KIC 5385548,5385548,,297.61353,40.584942,6381.0,1.423,1.055,
KIC 5385778,5385778,,297.66788,40.58028,4849.0,6.952,2.025,
KIC 5428657,5428657,,284.44101,40.625,4530.0,0.539,0.537,
KIC 5471617,5471617,,297.7027,40.68623,5221.0,2.067,0.819,
KIC 5629353,5629353,Kepler-1640,294.55789,40.850498,6264.0,1.651,1.352,1859.78
KIC 10363233,10363233,,299.61707,47.406021,5332.0,0.843,0.821,
KIC 10385682,10385682,,282.18964,47.523762,6075.0,1.091,1.149,
KIC 10414727,10414727,,295.68192,47.591881,,,,
KIC 10483644,10483644,,296.6817,47.600342,6029.0,0.894,0.972,
KIC 10601549,10601549,,292.47943,47.83461,5446.0,0.668,0.646,
KIC 10614158,10614158,,296.97522,47.886551,4847.0,3.619,0.905,
KIC 6614926,6614926,,294.33139,42.093979,6283.0,1.01,1.067,
KIC 6628237,6628237,,297.47104,42.087898,5931.0,1.012,0.981,
KIC 6694186,6694186,,292.63113,42.180779,5433.0,0.843,0.756,
KIC 6934587,6934587,,286.99765,42.46516,6192.0,1.162,1.04,
KIC 7219906,7219906,,297.01459,42.789169,5603.0,0.846,0.941,
KIC 7257373,7257373,,282.05328,42.864952,5841.0,0.977,0.992,
KIC 7295570,7295570,,295.65799,42.801239,5633.0,1.547,0.907,
KIC 7362852,7362852,,291.80966,42.981609,6201.0,0.989,1.058,
KIC 5641294,5641294,,297.31543,40.874981,6645.0,1.42,1.259,
KIC 5738698,5738698,,299.71979,40.903961,6466.0,1.21,1.011,
KIC 5768927,5768927,,283.26172,41.08448,6081.0,1.454,1.046,
KIC 5814635,5814635,,297.83493,41.058319,,,,
KIC 5816144,5816144,,298.19412,41.029331,6174.0,1.021,1.055,
KIC 10717220,10717220,Kepler-1644,285.47504,48.034931,5723.0,0.818,0.857,629.27
KIC 10728219,10728219,,290.66058,48.04615,5615.0,0.912,0.865,
KIC 10735988,10735988,,293.74011,48.011501,5193.0,0.774,0.732,
KIC 8112324,8112324,,296.64764,43.995041,5461.0,0.683,0.656,
KIC 10971944,10971944,,289.90967,48.489231,6643.0,1.976,1.259,
KIC 10973583,10973583,,290.7988,48.483929,5772.0,0.836,0.903,
KIC 10989274,10989274,Kepler-1645,297.47946,48.418571,5929.0,1.069,1.079,1202.47
KIC 11099351,11099351,,298.27737,48.64082,9565.0,2.286,2.335,
KIC 11147460,11147460,,296.20502,48.766811,5051.0,4.089,1.014,
KIC 8042747,8042747,,296.38904,43.85051,6197.0,1.035,1.096,
KIC 7373877,7373877,,295.03033,42.983501,4871.0,0.741,0.822,
KIC 7436177,7436177,,289.11096,43.013641,6505.0,1.29,1.078,
KIC 7537945,7537945,,294.67804,43.199261,5885.0,0.933,0.821,
KIC 7624297,7624297,,296.45999,43.28553,5278.0,0.659,0.723,
KIC 8109692,8109692,,295.86908,43.997959,6790.0,2.597,1.631,
KIC 7695093,7695093,,295.8085,43.303108,5960.0,0.962,0.927,
KIC 7749318,7749318,,290.49683,43.49091,5340.0,0.601,0.685,
KIC 7777397,7777397,,298.84302,43.402031,6705.0,3.293,1.682,
KIC 5817566,5817566,,298.47604,41.07991,8212.0,3.185,2.016,
KIC 5952403,5952403,,289.28741,41.264809,5037.0,7.553,2.091,
KIC 6032730,6032730,,288.5929,41.307339,7343.0,2.955,1.793,
KIC 6116172,6116172,,289.48145,41.49942,,,,
KIC 6182093,6182093,,282.71991,41.519379,6626.0,3.206,1.776,
